"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.079392096E0,-1.533749962E1,-4.200749969E1,1.656749916E1,4.769015573E1
1.089646096E0,-1.533749962E1,-4.200749969E1,1.656749916E1,4.769015573E1
1.099375096E0,-1.026000023E1,-4.187249756E1,1.909499931E1,4.715074395E1
1.109324096E0,-1.026000023E1,-4.187249756E1,1.909499931E1,4.715074395E1
1.119328096E0,-2.332499981E0,-4.053749847E1,2.326499939E1,4.679732402E1
1.129379096E0,-2.332499981E0,-4.053749847E1,2.326499939E1,4.679732402E1
1.139400096E0,1.784999967E0,-3.887999725E1,2.789999962E1,4.788789398E1
1.149326096E0,1.784999967E0,-3.887999725E1,2.789999962E1,4.788789398E1
1.159370096E0,6.089999676E0,-3.692250061E1,3.053999901E1,4.830166340E1
1.169346096E0,6.089999676E0,-3.692250061E1,3.053999901E1,4.830166340E1
1.179433096E0,1.127250004E1,-3.414749908E1,3.071249962E1,4.729036460E1
1.190150096E0,1.127250004E1,-3.414749908E1,3.071249962E1,4.729036460E1
1.199498096E0,1.746749878E1,-3.068249893E1,3.346500015E1,4.864602234E1
1.209374096E0,1.746749878E1,-3.068249893E1,3.346500015E1,4.864602234E1
1.219433096E0,2.372999954E1,-2.435249901E1,3.341999817E1,4.767654941E1
1.229468096E0,2.372999954E1,-2.435249901E1,3.341999817E1,4.767654941E1
1.239386096E0,2.789249992E1,-1.869750023E1,3.338999939E1,4.735483213E1
1.249456096E0,2.789249992E1,-1.869750023E1,3.338999939E1,4.735483213E1
1.259591096E0,3.176249886E1,-1.316249943E1,3.411750031E1,4.843667569E1
1.270790096E0,3.176249886E1,-1.316249943E1,3.411750031E1,4.843667569E1
1.279352096E0,3.389999771E1,-6.855000019E0,3.331499863E1,4.802176594E1
1.289498096E0,3.389999771E1,-6.855000019E0,3.331499863E1,4.802176594E1
1.299363096E0,3.471749878E1,-1.552500010E0,3.404999924E1,4.865303100E1
1.309779096E0,3.471749878E1,-1.552500010E0,3.404999924E1,4.865303100E1
1.319385096E0,3.704249954E1,7.282499790E0,3.106499863E1,4.888983243E1
1.329614096E0,3.704249954E1,7.282499790E0,3.106499863E1,4.888983243E1
1.339398096E0,3.722999954E1,1.339499950E1,2.825249863E1,4.861792423E1
1.349447096E0,3.722999954E1,1.339499950E1,2.825249863E1,4.861792423E1
1.359342096E0,3.641249847E1,1.886999893E1,2.669249916E1,4.893297882E1
1.369425096E0,3.641249847E1,1.886999893E1,2.669249916E1,4.893297882E1
1.379324096E0,3.556499863E1,2.604749870E1,2.432999992E1,5.035166544E1
1.389418096E0,3.556499863E1,2.604749870E1,2.432999992E1,5.035166544E1
1.399414096E0,3.332249832E1,3.114749908E1,2.230500031E1,5.077468495E1
1.409380096E0,3.332249832E1,3.114749908E1,2.230500031E1,5.077468495E1
1.419353096E0,3.075000000E1,3.722999954E1,1.766250038E1,5.141594389E1
1.429392096E0,3.075000000E1,3.722999954E1,1.766250038E1,5.141594389E1
1.439436096E0,2.834249878E1,4.009499741E1,1.580999947E1,5.158354522E1
1.449343096E0,2.834249878E1,4.009499741E1,1.580999947E1,5.158354522E1
1.459431096E0,2.687249947E1,4.249499893E1,1.426499939E1,5.226324109E1
1.469338096E0,2.687249947E1,4.249499893E1,1.426499939E1,5.226324109E1
1.479379096E0,2.476499939E1,4.377000046E1,1.304249954E1,5.195406557E1
1.489408096E0,2.476499939E1,4.377000046E1,1.304249954E1,5.195406557E1
1.499449096E0,2.325000000E1,4.547999954E1,9.974999428E0,5.204318853E1
1.509317096E0,2.325000000E1,4.547999954E1,9.974999428E0,5.204318853E1
1.519513096E0,2.007749939E1,4.721249771E1,8.437500000E0,5.199343543E1
1.529408096E0,2.007749939E1,4.721249771E1,8.437500000E0,5.199343543E1
1.539352096E0,1.833749962E1,4.787249756E1,8.595000267E0,5.197993790E1
1.549347096E0,1.833749962E1,4.787249756E1,8.595000267E0,5.197993790E1
1.559434096E0,1.697999954E1,4.814249802E1,8.295000076E0,5.171873477E1
1.569490096E0,1.697999954E1,4.814249802E1,8.295000076E0,5.171873477E1
1.579495096E0,1.527749920E1,4.951499939E1,9.375000000E0,5.265954587E1
1.589333096E0,1.527749920E1,4.951499939E1,9.375000000E0,5.265954587E1
1.599360096E0,1.289999962E1,4.635749817E1,9.704999924E0,4.908782589E1
1.609340096E0,1.289999962E1,4.635749817E1,9.704999924E0,4.908782589E1
1.619384096E0,9.314999580E0,4.659000015E1,1.187249947E1,4.897298822E1
1.629429096E0,9.314999580E0,4.659000015E1,1.187249947E1,4.897298822E1
1.639343096E0,5.602499962E0,4.680749893E1,1.496249962E1,4.945913825E1
1.649645096E0,5.602499962E0,4.680749893E1,1.496249962E1,4.945913825E1
1.659381096E0,1.574999928E0,4.654499817E1,1.728750038E1,4.967670630E1
1.669346096E0,1.574999928E0,4.654499817E1,1.728750038E1,4.967670630E1
1.679490096E0,-7.049999833E-1,4.525499725E1,2.003249931E1,4.949558395E1
1.689413096E0,-7.049999833E-1,4.525499725E1,2.003249931E1,4.949558395E1
1.699409096E0,-5.114999771E0,4.338750076E1,2.175749969E1,4.880601641E1
1.709434096E0,-5.114999771E0,4.338750076E1,2.175749969E1,4.880601641E1
1.719374096E0,-1.192500019E1,4.052999878E1,2.303999901E1,4.812201144E1
1.729396096E0,-1.192500019E1,4.052999878E1,2.303999901E1,4.812201144E1
1.739385096E0,-1.662750053E1,3.838499832E1,2.369999886E1,4.807880839E1
1.749396096E0,-1.662750053E1,3.838499832E1,2.369999886E1,4.807880839E1
1.759412096E0,-2.078249931E1,3.586499786E1,2.358749962E1,4.769256218E1
1.769525096E0,-2.078249931E1,3.586499786E1,2.358749962E1,4.769256218E1
1.779427096E0,-2.423999977E1,3.356999969E1,2.315999985E1,4.744373574E1
1.789401096E0,-2.423999977E1,3.356999969E1,2.315999985E1,4.744373574E1
1.799355096E0,-2.667000008E1,3.206250000E1,2.333249855E1,4.778805603E1
1.809400096E0,-2.667000008E1,3.206250000E1,2.333249855E1,4.778805603E1
1.819382096E0,-3.033749962E1,2.895749855E1,2.368499947E1,4.816513059E1
1.829435096E0,-3.033749962E1,2.895749855E1,2.368499947E1,4.816513059E1
1.839363096E0,-3.173250008E1,2.676000023E1,2.218499947E1,4.706615955E1
1.849432096E0,-3.173250008E1,2.676000023E1,2.218499947E1,4.706615955E1
1.859415096E0,-3.574499893E1,2.513999939E1,2.270999908E1,4.924904645E1
1.869342096E0,-3.574499893E1,2.513999939E1,2.270999908E1,4.924904645E1
1.879351096E0,-3.746999741E1,2.245499992E1,2.319750023E1,4.946060800E1
1.889399096E0,-3.746999741E1,2.245499992E1,2.319750023E1,4.946060800E1
1.899436096E0,-3.870000076E1,2.087249947E1,2.214749908E1,4.923274326E1
1.909405096E0,-3.870000076E1,2.087249947E1,2.214749908E1,4.923274326E1
1.919405096E0,-4.160250092E1,1.738500023E1,2.204999924E1,5.019172025E1
1.929352096E0,-4.160250092E1,1.738500023E1,2.204999924E1,5.019172025E1
1.939381096E0,-4.242749786E1,1.565999985E1,1.947749901E1,4.924125443E1
1.949359096E0,-4.242749786E1,1.565999985E1,1.947749901E1,4.924125443E1
1.959342096E0,-4.330500031E1,1.355999947E1,1.934249878E1,4.932878365E1
1.969488096E0,-4.330500031E1,1.355999947E1,1.934249878E1,4.932878365E1
1.979998096E0,-4.372499847E1,1.201499939E1,1.981499863E1,4.948605735E1
1.989456096E0,-4.372499847E1,1.201499939E1,1.981499863E1,4.948605735E1
1.999505096E0,-4.479750061E1,1.086749935E1,1.922249985E1,4.994419990E1
2.010609096E0,-4.479750061E1,1.086749935E1,1.922249985E1,4.994419990E1
2.019400096E0,-4.532249832E1,7.649999619E0,1.742249870E1,4.915480454E1
2.029387096E0,-4.532249832E1,7.649999619E0,1.742249870E1,4.915480454E1
2.039446096E0,-4.688999939E1,5.489999771E0,1.668750000E1,5.007279497E1
2.049530096E0,-4.688999939E1,5.489999771E0,1.668750000E1,5.007279497E1
2.059433096E0,-4.643249893E1,4.387499809E0,1.410750008E1,4.872626263E1
2.069427096E0,-4.643249893E1,4.387499809E0,1.410750008E1,4.872626263E1
2.079341096E0,-4.699499893E1,2.407500029E0,1.289999962E1,4.879278606E1
2.089512096E0,-4.699499893E1,2.407500029E0,1.289999962E1,4.879278606E1
2.099339096E0,-4.778999710E1,8.249999583E-2,1.053749943E1,4.893801716E1
2.109507096E0,-4.778999710E1,8.249999583E-2,1.053749943E1,4.893801716E1
2.119420096E0,-4.847999954E1,-3.674999952E0,8.444999695E0,4.934707692E1
2.129363096E0,-4.847999954E1,-3.674999952E0,8.444999695E0,4.934707692E1
2.139411096E0,-4.886249924E1,-5.025000095E0,6.480000019E0,4.954578547E1
2.149546096E0,-4.886249924E1,-5.025000095E0,6.480000019E0,4.954578547E1
2.159362096E0,-4.782749939E1,-7.657499790E0,5.130000114E0,4.870753435E1
2.169381096E0,-4.782749939E1,-7.657499790E0,5.130000114E0,4.870753435E1
2.179345096E0,-4.823249817E1,-9.517499924E0,1.957499981E0,4.920150903E1
2.189392096E0,-4.823249817E1,-9.517499924E0,1.957499981E0,4.920150903E1
2.199389096E0,-4.792499924E1,-1.082250023E1,1.822499990E0,4.916557301E1
2.209447096E0,-4.792499924E1,-1.082250023E1,1.822499990E0,4.916557301E1
2.219351096E0,-4.712249756E1,-1.285499954E1,-5.849999785E-1,4.884795814E1
2.229334096E0,-4.712249756E1,-1.285499954E1,-5.849999785E-1,4.884795814E1
2.239387096E0,-4.794749832E1,-1.466249943E1,-2.077499866E0,5.018234242E1
2.249517096E0,-4.794749832E1,-1.466249943E1,-2.077499866E0,5.018234242E1
2.259418096E0,-4.652249908E1,-1.586249924E1,-4.042500019E0,4.931839018E1
2.269456096E0,-4.652249908E1,-1.586249924E1,-4.042500019E0,4.931839018E1
2.279461096E0,-4.646999741E1,-1.689749908E1,-5.549999714E0,4.975729726E1
2.289427096E0,-4.646999741E1,-1.689749908E1,-5.549999714E0,4.975729726E1
2.299399096E0,-4.432500076E1,-1.732499886E1,-7.514999866E0,4.818025011E1
2.309383096E0,-4.432500076E1,-1.732499886E1,-7.514999866E0,4.818025011E1
2.319369096E0,-4.417499924E1,-1.888500023E1,-9.622499466E0,4.899659465E1
2.329413096E0,-4.417499924E1,-1.888500023E1,-9.622499466E0,4.899659465E1
2.339367096E0,-4.285499954E1,-1.946999931E1,-1.265999985E1,4.874328113E1
