"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.871445541E0,1.083868408E1,-8.747247314E1,7.254266357E1,1.141549327E2
1.881419541E0,1.016796875E1,-8.598934937E1,7.378839111E1,1.137641528E2
1.891393541E0,9.690979004E0,-8.435995483E1,7.473867798E1,1.131211167E2
1.901367541E0,9.561706543E0,-8.248492432E1,7.606155396E1,1.126079436E2
1.911341541E0,9.115539551E0,-8.064855957E1,7.763986206E1,1.123175472E2
1.921315541E0,9.170227051E0,-7.868182373E1,7.848223877E1,1.115095702E2
1.931289542E0,8.979309082E0,-7.652551270E1,7.995233154E1,1.110367390E2
1.941264541E0,8.826110840E0,-7.434756470E1,8.099053955E1,1.102947329E2
1.951238541E0,8.427795410E0,-7.225051880E1,8.161602783E1,1.093267634E2
1.961212541E0,7.931701660E0,-7.012158203E1,8.232354736E1,1.084302292E2
1.971186541E0,6.894714355E0,-6.767352295E1,8.304388428E1,1.073477038E2
1.981160542E0,6.228698730E0,-6.535989380E1,8.319488525E1,1.059816085E2
1.991134542E0,5.170471191E0,-6.247752380E1,8.349069214E1,1.044072336E2
2.001108542E0,4.261535645E0,-6.015232849E1,8.422622681E1,1.035882261E2
2.011082542E0,3.802124023E0,-5.765287781E1,8.415188599E1,1.020776684E2
2.021056541E0,3.021179199E0,-5.476486206E1,8.410482788E1,1.004088627E2
2.031030541E0,2.609130859E0,-5.236917114E1,8.413635254E1,9.913759866E1
2.041004541E0,2.553344727E0,-4.984646606E1,8.413531494E1,9.782607510E1
2.050978541E0,2.450500488E0,-4.749234009E1,8.363720703E1,9.621179616E1
2.060952541E0,2.334411621E0,-4.511643982E1,8.308621216E1,9.457410465E1
2.070926541E0,2.057128906E0,-4.275422668E1,8.244827271E1,9.289711164E1
2.080900542E0,1.533996582E0,-4.016824341E1,8.173904419E1,9.108848593E1
2.090874542E0,1.069519043E0,-3.768182373E1,8.026766968E1,8.867898571E1
2.100848542E0,5.122070312E-1,-3.534127808E1,7.915719604E1,8.668984934E1
2.110822542E0,-2.551269531E-1,-3.267195129E1,7.777307129E1,8.435740696E1
2.120797541E0,-7.299194336E-1,-3.011351013E1,7.714157104E1,8.281411871E1
2.130771542E0,-9.041137695E-1,-2.831552124E1,7.549389648E1,8.063445028E1
2.140745542E0,-1.078002930E0,-2.617611694E1,7.389770508E1,7.840422185E1
2.150719542E0,-1.090515137E0,-2.467410278E1,7.271487427E1,7.679487946E1
2.160693542E0,-7.941284180E-1,-2.295791626E1,7.077120972E1,7.440605274E1
2.170667542E0,-1.053039551E0,-2.090057373E1,6.884570312E1,7.195605404E1
2.180641541E0,-1.277893066E0,-1.907019043E1,6.752426147E1,7.017714059E1
2.190615541E0,-1.348205566E0,-1.737678528E1,6.527874756E1,6.756541429E1
2.200589541E0,-1.481628418E0,-1.601139832E1,6.371804810E1,6.571567356E1
2.210563541E0,-1.792297363E0,-1.483612061E1,6.175115967E1,6.353368024E1
2.220537541E0,-2.110534668E0,-1.343582153E1,5.982046509E1,6.134707573E1
2.230511541E0,-2.798095703E0,-1.249130249E1,5.807150269E1,5.946563210E1
2.240485542E0,-3.206237793E0,-1.148934937E1,5.596350098E1,5.722061299E1
2.250459542E0,-3.566589355E0,-1.101539612E1,5.376031494E1,5.499300841E1
2.260433542E0,-4.200744629E0,-1.046031189E1,5.151974487E1,5.273849156E1
2.270407542E0,-4.766479492E0,-1.034413147E1,4.938116455E1,5.067760645E1
2.280381541E0,-5.716735840E0,-1.023330688E1,4.715731812E1,4.859232748E1
2.290355541E0,-6.656494141E0,-9.862228394E0,4.452926636E1,4.609151793E1
2.300330542E0,-7.955566406E0,-1.007575989E1,4.210079956E1,4.401464867E1
2.310304542E0,-9.456542969E0,-1.081417847E1,3.937524414E1,4.191398945E1
2.320278542E0,-1.104553223E1,-1.157872009E1,3.691171265E1,4.023114554E1
2.330252542E0,-1.275238037E1,-1.290084839E1,3.399783325E1,3.853450091E1
2.340226541E0,-1.439733887E1,-1.419702148E1,3.065908813E1,3.672626405E1
